zip,obese,bmi,pop,sex,age,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
53719,1005,2574,3770,male,35-54,59.2,60.9,13849,77514,28462,25,28487,0.9991224067118335
53726,44,223,413,male,35-54,90.2,91.8,2387,40712,5177,0,5177,1
53792,NA,NA,0,male,35-54,NA,NA,0,NA,0,0,0,NA
53801,28,47,118,male,35-54,10.6,14.1,378,49643,0,878,878,0
53802,NA,NA,2,male,35-54,0,0,21,15417,0,58,58,0
53803,NA,NA,152,male,35-54,15.2,17.1,513,49554,0,1306,1306,0
53804,26,43,166,male,35-54,8.1,13.9,526,49107,0,1372,1372,0
53805,159,304,846,male,35-54,10.1,18.6,2106,40714,3261,2008,5269,0.618903017650408
53806,NA,NA,219,male,35-54,11.5,14.7,734,49688,0,1831,1831,0
53807,NA,NA,632,male,35-54,19.3,26.4,1884,63396,0,4843,4843,0
53808,NA,NA,148,male,35-54,13.7,13.7,485,54779,0,1049,1049,0
53809,75,117,465,male,35-54,15.4,18.6,1566,56714,0,4120,4120,0
53810,NA,NA,54,male,35-54,11.3,18.3,152,53333,0,429,429,0
53811,NA,NA,378,male,35-54,17.7,37.1,1255,59770,0,3371,3371,0
53813,45,83,687,male,35-54,19.2,20.2,2335,51250,3688,2387,6075,0.6070781893004116
53816,NA,NA,114,male,35-54,11.6,14.5,271,51250,0,810,810,0
53817,NA,NA,21,male,35-54,16.4,20.8,69,48472,0,205,205,0
53818,88,156,1202,male,35-54,31.7,34.8,5347,46345,11236,3855,15091,0.7445497316281228
53820,NA,NA,385,male,35-54,16.3,20.5,981,55583,0,2532,2532,0
53821,279,518,1198,male,35-54,16.4,16.4,3371,46345,6255,2201,8456,0.7397114474929044
53825,NA,NA,93,male,35-54,10.5,22.3,176,47500,0,487,487,0
53826,55,94,175,male,35-54,10.6,11.8,459,49375,0,1332,1332,0
53827,NA,NA,31,male,35-54,5.7,15.9,92,68750,0,292,292,0
53901,462,854,2251,male,35-54,16.2,19.3,6070,49606,10146,4299,14445,0.7023883696780893
53910,50,92,394,male,35-54,8.7,13.2,1422,35324,0,3508,3508,0
53911,64,117,230,male,35-54,19.8,25.3,514,79118,0,1351,1351,0
53913,612,1210,2641,male,35-54,21.4,23.4,8643,48556,14890,4991,19881,0.748956289925054
53916,747,1462,3034,male,35-54,16.4,20.9,9246,50706,17833,4674,22507,0.7923312747145332
53919,NA,NA,402,male,35-54,14.8,18.3,1008,66161,0,2629,2629,0
53920,NA,NA,56,male,35-54,15.8,13,185,53438,0,414,414,0
53922,19,38,134,male,35-54,6.4,16.8,384,66458,0,1036,1036,0
53923,54,100,269,male,35-54,13.1,15.9,729,63594,0,2098,2098,0
53924,NA,NA,218,male,35-54,10.8,14.8,586,52375,0,1360,1360,0
53925,306,538,1024,male,35-54,28.2,29.7,3198,66218,4920,2861,7781,0.6323094717902583
53926,24,41,179,male,35-54,7.7,12.3,493,53669,0,1628,1628,0
53928,NA,NA,22,male,35-54,0,11.9,46,64500,0,128,128,0
53929,67,119,393,male,35-54,12,17.1,1058,50272,0,2782,2782,0
53930,41,78,201,male,35-54,11.6,13.7,505,56435,0,1285,1285,0
53931,NA,NA,28,male,35-54,16.7,15.9,92,66364,0,237,237,0
53932,87,166,380,male,35-54,19.8,27.6,978,67222,1703,870,2573,0.6618732996502138
53933,68,125,1021,male,35-54,10.9,19,1256,52865,0,4117,4117,0
53934,73,130,618,male,35-54,9.6,15.1,1819,36775,0,4396,4396,0
53935,NA,NA,26,male,35-54,14.7,15.4,117,51250,0,307,307,0
53936,NA,NA,684,male,35-54,3.6,13.3,586,45152,0,1610,1610,0
53937,NA,NA,125,male,35-54,13.2,17.2,358,54615,0,1053,1053,0
53939,NA,NA,33,male,35-54,14.3,12,111,48438,0,244,244,0
53941,27,52,410,male,35-54,17.2,21.4,1180,57083,0,2932,2932,0
53943,NA,NA,153,male,35-54,11.5,13.2,392,52500,0,1065,1065,0
53944,52,95,359,male,35-54,9.8,15.3,821,47022,0,2224,2224,0
53946,NA,NA,595,male,35-54,15.8,16.8,1786,54735,0,4386,4386,0
53947,NA,NA,14,male,35-54,4,3.9,78,47857,0,137,137,0
53948,135,233,1161,male,35-54,12.4,15.8,3205,48117,4401,4013,8414,0.5230568100784407
53949,110,206,789,male,35-54,9.8,14.7,2591,46298,0,6011,6011,0
53950,116,195,1072,male,35-54,9,18,1915,52526,0,5449,5449,0
53951,54,106,359,male,35-54,11,19.1,897,50819,0,2601,2601,0
53952,82,144,449,male,35-54,9.1,13.7,1324,49744,0,4377,4377,0
53953,NA,NA,28,male,35-54,0,4.2,103,40893,0,282,282,0
53954,242,436,1091,male,35-54,18.1,21.4,2844,66358,245,6681,6926,0.03537395321975166
53955,253,456,841,male,35-54,22.1,24.6,2397,73808,0,5692,5692,0
53956,95,137,403,male,35-54,13.1,14.7,1292,55153,0,3397,3397,0
53959,187,326,1902,male,35-54,19,20.7,5329,56525,9190,4194,13384,0.6866407650926479
53960,163,272,547,male,35-54,12.6,23.2,1429,64507,0,3268,3268,0
53961,NA,NA,113,male,35-54,14.5,22.9,319,63162,0,837,837,0
53963,NA,NA,2546,male,35-54,12.2,17.9,4877,55799,11373,2537,13910,0.8176132278936017
53964,79,140,473,male,35-54,13.5,17.9,1417,49390,0,3604,3604,0
53965,257,512,1294,male,35-54,16.2,22.1,4265,49247,4342,6056,10398,0.41758030390459705
53968,58,92,352,male,35-54,9.9,14.1,959,48125,0,2329,2329,0
53969,NA,NA,26,male,35-54,12.3,11.4,114,54375,0,419,419,0
54001,NA,NA,987,male,35-54,21.5,19.4,3208,54426,2832,5323,8155,0.34727161250766403
54002,NA,NA,896,male,35-54,15.8,20.7,2590,63342,3977,2301,6278,0.6334820006371455
54003,NA,NA,175,male,35-54,22,24.8,343,75208,0,1013,1013,0
54004,NA,NA,338,male,35-54,14.5,13.8,941,51850,0,2317,2317,0
54005,NA,NA,427,male,35-54,10.6,15.5,1274,56645,0,3056,3056,0
54006,NA,NA,122,male,35-54,11.5,16.3,301,46850,0,743,743,0
54007,NA,NA,195,male,35-54,6.8,26.3,484,56591,0,1188,1188,0
54009,NA,NA,384,male,35-54,21.3,24.2,1006,69310,705,1804,2509,0.28098844161020325
54010,NA,NA,15,male,35-54,0,0,16,NA,50,0,50,1
54011,NA,NA,1049,male,35-54,17.5,21.2,2599,72659,2773,4046,6819,0.40665786772254
54013,NA,NA,455,male,35-54,14,21.3,1339,56958,0,3475,3475,0
54014,NA,NA,277,male,35-54,15.5,23.3,856,72500,0,2232,2232,0
54015,NA,NA,520,male,35-54,20.3,32.7,1322,74071,1854,1732,3586,0.517010596765198
54016,NA,NA,4984,male,35-54,45.9,46.5,12137,89518,19201,10907,30108,0.6377374784110535
54017,NA,NA,2491,male,35-54,22.6,26.5,6552,69575,8275,8468,16743,0.49423639730036434
54020,NA,NA,1114,male,35-54,24.8,25.1,2794,61198,2888,4372,7260,0.3977961432506887
54021,NA,NA,1025,male,35-54,28.6,25.4,2514,83858,4152,2470,6622,0.6270009060706735
54022,NA,NA,2529,male,35-54,35.9,44.4,8211,67107,15351,7007,22358,0.6865998747651847
54023,NA,NA,619,male,35-54,28.2,33.4,1492,82500,0,3833,3833,0
54024,NA,NA,661,male,35-54,23,24.3,2112,50735,0,4811,4811,0
54025,NA,NA,1093,male,35-54,21.4,30.2,2651,75943,2604,4260,6864,0.3793706293706294
54026,NA,NA,305,male,35-54,14.4,27.2,770,59405,0,1809,1809,0
54027,NA,NA,133,male,35-54,16.2,20.1,351,69583,0,989,989,0
54028,NA,NA,263,male,35-54,19.6,21,920,53250,0,2493,2493,0
54082,NA,NA,346,male,35-54,37,57.3,511,115417,276,1420,1696,0.16273584905660377
54101,78,148,457,male,35-54,12.5,18.6,1067,66597,0,2751,2751,0
54102,NA,NA,106,male,35-54,10.8,7.2,425,35469,0,875,875,0
54103,NA,NA,62,male,35-54,8.5,20.9,205,44219,0,418,418,0
54104,NA,NA,108,male,35-54,6.8,9,569,40842,0,1051,1051,0
54106,91,190,811,male,35-54,11.1,14.4,2024,62955,0,4997,4997,0
54107,43,72,528,male,35-54,14.7,17,1373,57634,78,3649,3727,0.02092836061175208
54110,58,114,762,male,35-54,15.2,23.4,2051,65916,2968,2370,5338,0.5560134881978269
54111,35,63,315,male,35-54,15.1,17.3,942,60357,515,1617,2132,0.24155722326454035
54112,46,76,273,male,35-54,8.2,17,1045,51620,0,2284,2284,0
54113,63,140,648,male,35-54,18.8,19.7,1378,67863,3325,0,3325,1
54114,47,101,689,male,35-54,15.5,14.7,2435,44273,0,5178,5178,0
54115,805,1864,5862,male,35-54,35.2,35.5,17173,73278,31938,9240,41178,0.7756083345475739
54119,NA,NA,85,male,35-54,18.9,31.5,241,40721,0,1083,1083,0
54120,NA,NA,18,male,35-54,3.1,7.4,110,45833,0,245,245,0
54121,NA,NA,460,male,35-54,22.7,19.8,1391,50491,0,2982,2982,0
54123,NA,NA,35,male,35-54,12.6,20,103,65313,0,238,238,0
54124,126,231,523,male,35-54,7.8,15.8,1528,45962,0,3881,3881,0
54125,NA,NA,71,male,35-54,10.1,13.4,276,33125,0,519,519,0
54126,61,125,570,male,35-54,13,15.3,1400,69375,0,3625,3625,0
54127,NA,NA,28,male,35-54,0,0,20,NA,0,76,76,0
54128,23,37,245,male,35-54,13,14.4,639,52321,0,1778,1778,0
54129,57,92,434,male,35-54,12.3,21.1,1386,60318,0,3477,3477,0
54130,396,777,3858,male,35-54,19,25.6,10193,64663,16899,8209,25108,0.6730524135733631
54135,NA,NA,281,male,35-54,20.1,16.8,987,38906,0,3096,3096,0
54136,193,326,812,male,35-54,21.8,25.4,2710,48268,6406,0,6406,1
54137,32,72,178,male,35-54,15.9,16.4,472,56324,0,1115,1115,0
54138,NA,NA,67,male,35-54,19.8,21.4,421,47578,0,821,821,0
54139,131,235,476,male,35-54,13.7,13.4,1245,62702,0,3096,3096,0
54140,154,293,1008,male,35-54,22.6,20.7,3897,59367,8533,0,8533,1
54141,72,152,373,male,35-54,12.4,22.9,853,61637,132,2417,2549,0.05178501373087485
54143,NA,NA,1859,male,35-54,13.5,16.7,6888,43197,10862,4363,15225,0.713431855500821
54149,27,58,112,male,35-54,10.2,17.4,611,44850,0,1184,1184,0
54150,NA,NA,199,male,35-54,4.3,15.5,353,33646,0,1037,1037,0
54151,NA,NA,502,male,35-54,15,13,1507,49494,1634,1922,3556,0.4595050618672666
54153,189,372,1113,male,35-54,13.8,18.7,2933,49135,4273,2979,7252,0.5892167677881963
54154,204,359,895,male,35-54,17.5,16,2374,52972,2621,2927,5548,0.472422494592646
54155,136,273,969,male,35-54,39.1,39.3,2629,61910,1615,3836,5451,0.2962759126765731
54156,NA,NA,203,male,35-54,8.6,12.4,705,39441,0,1535,1535,0
54157,NA,NA,791,male,35-54,18,11.3,2353,50462,3440,2546,5986,0.5746742398930839
54159,NA,NA,250,male,35-54,12.6,19.1,619,61146,0,1434,1434,0
54160,NA,NA,56,male,35-54,15.3,18.8,105,58036,0,253,253,0
54161,83,129,394,male,35-54,9,12.8,1247,50080,0,2696,2696,0
54162,297,583,1366,male,35-54,19.6,21.3,3435,65777,3363,5702,9065,0.3709873138444567
54165,167,318,1068,male,35-54,17.8,19,3066,63929,3500,4039,7539,0.46425255338904364
54166,NA,NA,2005,male,35-54,17.8,18.2,7336,49943,9934,7068,17002,0.5842842018586049
54169,51,144,405,male,35-54,46.4,48.9,1052,97969,2475,125,2600,0.9519230769230769
54170,97,190,575,male,35-54,13.3,19.2,1358,63167,0,3730,3730,0
54171,109,238,726,male,35-54,27.6,33.3,1332,86463,0,3362,3362,0
54173,123,254,819,male,35-54,28.2,35,1649,79795,2358,1737,4095,0.5758241758241758
54174,91,167,330,male,35-54,7.2,13.3,1294,46818,0,3013,3013,0
54175,21,40,111,male,35-54,19.1,18.3,477,54306,0,1018,1018,0
54177,NA,NA,349,male,35-54,12.1,17,1429,40098,0,2898,2898,0
54180,31,70,510,male,35-54,27,36.5,1255,75791,2524,337,2861,0.882209017825935
54201,54,95,770,male,35-54,16.6,14.6,2199,47152,3070,2275,5345,0.5743685687558466
54202,NA,NA,137,male,35-54,41.3,37.7,695,55256,0,1240,1240,0
54204,29,53,262,male,35-54,15.2,18.4,728,66548,0,1819,1819,0
54205,46,92,323,male,35-54,12.5,15.7,775,64896,0,2177,2177,0
54207,NA,NA,35,male,35-54,0,13.8,64,64643,0,176,176,0
54208,111,192,998,male,35-54,14.3,21.4,2357,71250,0,6061,6061,0
54209,NA,NA,117,male,35-54,44.4,37.2,610,66538,0,1195,1195,0
54210,NA,NA,99,male,35-54,45.3,43.3,426,61429,0,897,897,0
54211,NA,NA,24,male,35-54,56.3,58.7,140,82500,0,277,277,0
54212,NA,NA,90,male,35-54,58,58.9,491,74583,0,997,997,0
54213,NA,NA,226,male,35-54,9.8,14.9,534,56111,0,1276,1276,0
54214,NA,NA,35,male,35-54,13.4,12.3,110,53250,0,334,334,0
54216,96,193,862,male,35-54,17.6,16.6,2718,58333,2622,3654,6276,0.41778202676864246
54217,200,375,1009,male,35-54,19,23,2793,67873,0,7405,7405,0
54220,NA,NA,5081,male,35-54,20.5,23.6,17063,47428,34405,5815,40220,0.855420188960716
54227,NA,NA,240,male,35-54,11.1,22.3,602,75156,0,1568,1568,0
54228,NA,NA,456,male,35-54,14.2,16.1,1087,58313,0,2682,2682,0
54229,116,221,667,male,35-54,18.7,22,1783,74245,912,3394,4306,0.21179749187180677
54230,NA,NA,840,male,35-54,11.9,21.5,1807,59961,0,4782,4782,0
54232,NA,NA,115,male,35-54,9.9,13.7,350,44167,0,779,779,0
54234,NA,NA,115,male,35-54,50.5,45.3,809,55388,0,1614,1614,0
54235,100,215,2093,male,35-54,26.3,28.7,8064,54777,8617,8586,17203,0.5009010056385514
54241,NA,NA,1819,male,35-54,16.9,17.7,6504,44315,11955,2929,14884,0.8032115022843321
54245,NA,NA,407,male,35-54,15.2,18.8,884,58750,0,2259,2259,0
54246,NA,NA,66,male,35-54,38.6,48.4,399,58542,0,708,708,0
54247,NA,NA,321,male,35-54,18.1,20.6,918,67037,0,2339,2339,0
54301,434,971,3110,male,35-54,34.8,33.3,9207,55798,22742,0,22742,1
54302,403,852,4077,male,35-54,18.4,23.1,12914,39676,30611,0,30611,1
54303,518,1079,3392,male,35-54,15.7,18,11946,38658,26995,46,27041,0.9982988794793092
54304,528,1049,3489,male,35-54,23.1,23.2,12479,47439,28153,0,28153,1
54307,32,56,380,male,35-54,0,NA,0,NA,1092,0,1092,1
54311,602,1271,4289,male,35-54,30,33,13398,61119,29491,4089,33580,0.8782310899344848
54313,895,1918,5685,male,35-54,32.6,33.7,14440,79744,30481,5416,35897,0.8491238822185698
54401,1145,2500,3638,male,35-54,28.4,26.7,13147,47627,24926,5776,30702,0.8118689336199596
54403,958,2034,3611,male,35-54,25.6,27.1,10472,47827,19155,5117,24272,0.7891809492419248
54405,102,183,373,male,35-54,12.2,11.7,1122,43750,2138,894,3032,0.7051451187335093
54406,49,100,507,male,35-54,27.4,30.8,1340,65565,0,3469,3469,0
54407,22,50,228,male,35-54,31.9,33.6,604,67292,0,1515,1515,0
54408,60,105,191,male,35-54,5.7,13.6,439,47656,0,1068,1068,0
54409,564,1030,1734,male,35-54,18.6,15.8,5732,42903,8158,5080,13238,0.6162562320592234
54410,77,143,349,male,35-54,12.1,20.4,829,61595,0,2392,2392,0
54411,185,319,827,male,35-54,11,16.9,1894,57031,0,5406,5406,0
54412,66,129,351,male,35-54,11.8,20.8,840,61554,0,2181,2181,0
54413,NA,NA,18,male,35-54,6.1,11.9,70,44167,0,191,191,0
54414,149,280,436,male,35-54,10.3,16.2,1259,52740,0,3404,3404,0
54416,39,75,278,male,35-54,7.3,13.6,683,36336,0,1684,1684,0
54417,NA,NA,3,male,35-54,0,0,18,33333,0,46,46,0
54418,56,102,155,male,35-54,8.9,12.8,396,57000,0,1080,1080,0
54420,31,55,176,male,35-54,14.6,24.8,465,51625,0,1307,1307,0
54421,86,170,413,male,35-54,7,10,1249,52813,1828,1627,3455,0.5290882778581766
54422,30,57,156,male,35-54,4.2,7.7,377,48958,0,1209,1209,0
54423,49,101,358,male,35-54,25.7,23.1,860,74500,0,2343,2343,0
54424,77,139,221,male,35-54,18.3,18.3,725,61080,0,1651,1651,0
54425,74,116,291,male,35-54,5.3,12.9,785,53884,0,2036,2036,0
54426,215,364,601,male,35-54,10.2,18.5,1612,61302,0,4479,4479,0
54427,56,97,171,male,35-54,9.2,11.5,477,51719,0,1099,1099,0
54428,40,66,139,male,35-54,12.7,20.4,464,41797,0,1127,1127,0
54430,NA,NA,8,male,35-54,24.5,4.3,54,66250,0,135,135,0
54433,63,122,225,male,35-54,12.5,15.7,723,45815,0,1845,1845,0
54435,84,136,330,male,35-54,13.2,14.7,945,53355,0,2010,2010,0
54436,32,57,273,male,35-54,8.2,10.6,775,50433,0,2203,2203,0
54437,59,102,385,male,35-54,9.8,19.2,1100,51181,0,3077,3077,0
54440,141,287,468,male,35-54,10.2,19.6,1212,60323,0,2964,2964,0
54441,35,50,125,male,35-54,25,30.5,323,78125,562,266,828,0.678743961352657
54442,30,52,132,male,35-54,15.4,15.1,417,57083,0,1177,1177,0
54443,51,111,333,male,35-54,15.8,19.4,896,58000,0,2137,2137,0
54446,70,114,346,male,35-54,9.3,13.5,1134,55667,0,3123,3123,0
54447,NA,NA,79,male,35-54,15.5,14.5,214,44000,0,498,498,0
54448,190,372,570,male,35-54,15.5,21,1657,70120,0,4249,4249,0
54449,691,1433,3180,male,35-54,28.4,28.9,11526,54167,18859,7559,26418,0.7138693315163903
54450,NA,NA,53,male,35-54,3.8,13,164,39375,0,436,436,0
54451,437,884,1557,male,35-54,12.1,16.6,5084,50389,4046,7709,11755,0.344193960017014
54452,825,1498,2679,male,35-54,15.5,18,8140,56498,10282,9078,19360,0.531095041322314
54454,33,60,204,male,35-54,7.5,14.3,539,52083,0,1279,1279,0
54455,850,1641,2751,male,35-54,25.9,29.6,6932,73324,9327,7702,17029,0.547712725350872
54456,62,101,832,male,35-54,11.6,15.7,2553,47177,0,6085,6085,0
54457,318,563,954,male,35-54,15.2,14.9,3571,49867,2253,6286,8539,0.26384822578756295
54458,NA,NA,19,male,35-54,32.1,24.2,37,46250,0,124,124,0
54459,48,86,169,male,35-54,14.8,13.8,528,44375,0,1148,1148,0
54460,37,73,348,male,35-54,9.2,14.1,983,43080,0,2746,2746,0
54462,NA,NA,51,male,35-54,4.5,10.1,172,41667,0,348,348,0
54463,19,35,109,male,35-54,19.2,16.9,259,53438,0,684,684,0
54465,NA,NA,44,male,35-54,8.1,10.2,299,37014,0,536,536,0
54466,99,164,395,male,35-54,14.3,20,1194,51223,0,2815,2815,0
54467,215,474,1806,male,35-54,33.4,31.7,5649,61388,11862,1773,13635,0.8699669966996699
54469,67,125,190,male,35-54,24.3,23.6,681,49602,1726,66,1792,0.9631696428571429
54470,93,171,325,male,35-54,12.3,15.9,905,48259,0,2068,2068,0
54471,100,190,293,male,35-54,18.6,25.7,696,70833,44,1810,1854,0.023732470334412083
54473,60,113,325,male,35-54,13.4,16.6,1106,53688,0,2700,2700,0
54474,187,347,405,male,35-54,19.4,26.3,1678,53883,4019,0,4019,1
54475,59,115,237,male,35-54,11.5,16.7,682,62614,0,1482,1482,0
54476,790,1747,2592,male,35-54,23.5,27.2,7553,60633,17161,1419,18580,0.9236275565123789
54479,142,230,604,male,35-54,10.8,17.3,1468,54787,0,4119,4119,0
54480,54,93,174,male,35-54,12.3,10,577,49276,0,1332,1332,0
54481,384,796,2919,male,35-54,33,36.3,11525,47423,27382,1958,29340,0.9332651670074983
54482,164,368,1229,male,35-54,30.2,33.2,3809,65135,4979,3976,8955,0.5560022333891681
54484,194,343,756,male,35-54,15.7,20.7,1963,64261,0,4984,4984,0
54485,NA,NA,37,male,35-54,17.9,15.6,146,38333,0,322,322,0
54486,31,63,327,male,35-54,8.7,16.4,1006,45427,0,2290,2290,0
54487,114,218,1415,male,35-54,16.7,17.3,4467,50792,2926,6668,9594,0.3049822805920367
54488,24,46,161,male,35-54,5.7,8.1,463,51146,0,1262,1262,0
54489,57,108,224,male,35-54,10.5,15.7,654,59886,0,1550,1550,0
54490,35,66,146,male,35-54,13.1,15.1,365,53542,0,893,893,0
54491,50,92,179,male,35-54,11.6,11.1,756,40875,0,1652,1652,0
54493,NA,NA,76,male,35-54,9.2,12.8,265,44205,0,668,668,0
54494,1125,2243,3798,male,35-54,19.3,20,11741,54200,20149,6977,27126,0.7427928924279289
54495,357,665,981,male,35-54,11.8,14.9,3446,38304,5041,2596,7637,0.6600759460521147
54498,43,75,295,male,35-54,4.6,9.1,881,47056,0,2421,2421,0
54499,145,240,436,male,35-54,14.7,16,1209,48750,0,3223,3223,0
54501,414,778,2659,male,35-54,23.3,26.1,8224,53750,9010,11009,20019,0.45007243119036916
54511,27,45,164,male,35-54,9.3,14,554,46310,0,1216,1216,0
54512,17,30,101,male,35-54,41.6,36,427,49866,0,833,833,0
54513,NA,NA,65,male,35-54,10.9,10.3,200,45227,0,478,478,0
54514,48,76,253,male,35-54,15.2,15.9,841,49965,0,1717,1717,0
54515,34,43,70,male,35-54,7.2,11.8,214,43000,0,472,472,0
54517,NA,NA,3,male,35-54,23.6,6.7,43,34464,0,112,112,0
54519,NA,NA,111,male,35-54,19.3,29.8,627,46719,0,1231,1231,0
54520,48,98,589,male,35-54,11.3,16.2,1939,41193,0,4141,4141,0
54521,101,207,1080,male,35-54,23.7,27,3804,45609,0,7509,7509,0
54524,29,45,121,male,35-54,15,18.9,361,47236,0,670,670,0
54525,NA,NA,34,male,35-54,11.8,15.9,119,39821,226,53,279,0.8100358422939068
54526,19,40,139,male,35-54,10.1,16.1,355,42431,0,919,919,0
54527,23,50,111,male,35-54,12.4,12.4,461,35982,0,1081,1081,0
54529,17,35,141,male,35-54,25.1,21,479,54554,0,1133,1133,0
54530,33,44,122,male,35-54,7.4,10.2,359,39034,0,868,868,0
54531,15,47,248,male,35-54,24.3,39.2,580,60000,0,1454,1454,0
54534,90,179,304,male,35-54,16,19.7,1150,36250,1281,1178,2459,0.5209434729564864
54536,NA,NA,43,male,35-54,16.1,15.3,103,26806,0,184,184,0
54537,21,37,84,male,35-54,10.3,15.4,213,45375,0,561,561,0
54538,32,60,266,male,35-54,29.6,19.7,1509,28255,0,3137,3137,0
54539,31,59,162,male,35-54,19.4,29.2,564,47917,0,1383,1383,0
54540,28,62,137,male,35-54,34.1,22,463,43523,0,947,947,0
54541,NA,NA,112,male,35-54,13,19.8,481,50644,0,1552,1552,0
54542,NA,NA,41,male,35-54,6.3,6.5,219,29471,0,470,470,0
54545,NA,NA,94,male,35-54,43.5,36,481,57639,0,736,736,0
54546,NA,NA,155,male,35-54,10.8,12,535,36713,0,1266,1266,0
54547,25,58,117,male,35-54,24.3,20.5,792,42500,0,1392,1392,0
54548,97,184,511,male,35-54,34.3,31.2,2120,55045,0,4626,4626,0
54550,28,60,119,male,35-54,23.6,26.6,274,40962,398,287,685,0.581021897810219
54552,159,286,527,male,35-54,18.1,16.2,2060,44036,0,4416,4416,0
54554,17,31,176,male,35-54,22.2,28.9,495,43162,0,1120,1120,0
54555,181,340,618,male,35-54,18.8,18.2,2309,47064,0,4872,4872,0
54556,71,118,187,male,35-54,9.8,13,582,43918,0,1298,1298,0
54557,NA,NA,107,male,35-54,37.5,40.2,471,57279,0,925,925,0
54558,36,71,273,male,35-54,21.9,25.6,997,39707,0,2177,2177,0
54559,18,30,122,male,35-54,10.5,17.6,344,44318,0,795,795,0
54560,NA,NA,71,male,35-54,18.7,42.1,285,61198,0,589,589,0
54561,NA,NA,0,male,35-54,72,16.7,6,NA,0,35,35,0
54562,42,84,159,male,35-54,38.2,38.2,855,52863,0,1948,1948,0
54563,NA,NA,103,male,35-54,13.2,24.8,311,46023,0,720,720,0
54564,NA,NA,72,male,35-54,4.1,7.4,196,52500,0,387,387,0
54565,NA,NA,16,male,35-54,24.1,25,33,NA,0,60,60,0
54566,42,64,165,male,35-54,8.9,17.5,590,47625,0,1496,1496,0
54568,100,199,556,male,35-54,23.4,23.1,2357,39678,0,5198,5198,0
54601,1315,2865,4880,male,35-54,37.7,39.2,20046,47362,44274,5008,49282,0.8983807475345968
54603,488,986,1840,male,35-54,20.8,21.2,6352,45678,14305,0,14305,1
54610,18,31,189,male,35-54,20.3,20,713,55673,0,1624,1624,0
54611,NA,NA,143,male,35-54,17.7,21.9,489,50625,0,1307,1307,0
54612,246,484,716,male,35-54,15.6,20.5,1905,52917,2993,2159,5152,0.5809394409937888
54613,27,57,213,male,35-54,8.4,9.1,809,42067,0,1826,1826,0
54614,115,236,346,male,35-54,12.7,21.9,1116,62241,0,2947,2947,0
54615,144,263,1673,male,35-54,12,16.3,4031,51943,5677,5065,10742,0.5284863153975051
54616,100,180,352,male,35-54,11.8,14.5,989,49291,0,2601,2601,0
54618,86,125,268,male,35-54,10.2,14.6,796,60313,0,2262,2262,0
54619,105,164,501,male,35-54,11.1,14.6,1196,56667,0,3923,3923,0
54621,35,72,167,male,35-54,19.2,20.7,517,61250,0,1147,1147,0
54622,45,79,239,male,35-54,15.2,23.5,896,55600,0,2121,2121,0
54623,71,130,275,male,35-54,24.4,32.8,816,64063,0,1930,1930,0
54624,58,89,174,male,35-54,14.4,18,649,53750,0,1383,1383,0
54625,NA,NA,32,male,35-54,1,22.7,122,36250,0,240,240,0
54626,48,91,142,male,35-54,14.7,16.2,536,50833,0,1215,1215,0
54627,104,178,270,male,35-54,17.1,21.1,748,59211,0,1819,1819,0
54628,28,48,119,male,35-54,13.8,14.7,426,48281,0,1092,1092,0
54629,56,110,377,male,35-54,19.3,26.5,1117,57837,0,2576,2576,0
54630,182,342,594,male,35-54,19.8,26.8,1683,55250,0,3770,3770,0
54631,49,85,210,male,35-54,15.2,22.4,706,47885,0,1844,1844,0
54632,38,71,126,male,35-54,16.2,26.3,469,57039,0,1247,1247,0
54634,97,189,498,male,35-54,14.4,17.5,1692,49625,0,4258,4258,0
54635,20,37,241,male,35-54,12.2,14.9,787,55156,0,1799,1799,0
54636,673,1301,2085,male,35-54,24.3,32,5256,78602,9918,3819,13737,0.7219917012448133
54637,NA,NA,21,male,35-54,13.1,15.4,94,38125,0,187,187,0
54638,27,62,146,male,35-54,8.2,13.6,575,46298,0,1487,1487,0
54639,43,72,271,male,35-54,17.9,22.5,967,45236,0,2397,2397,0
54641,NA,NA,0,male,35-54,100,0,1,NA,0,2,2,0
54642,70,131,290,male,35-54,14.9,19.3,817,54875,0,2125,2125,0
54643,NA,NA,2,male,35-54,0,0,0,NA,0,12,12,0
54644,61,121,239,male,35-54,18.9,20,572,58906,0,1434,1434,0
54645,NA,NA,8,male,35-54,19,29.2,31,30250,0,81,81,0
54646,74,140,526,male,35-54,11.9,14.5,1601,45966,0,3899,3899,0
54648,40,74,224,male,35-54,9.4,11.7,577,49271,0,1737,1737,0
54650,786,1732,3162,male,35-54,33.5,35.9,9827,60664,21471,1906,23377,0.918466869144886
54651,31,54,157,male,35-54,12,14.3,532,44706,0,1382,1382,0
54652,25,49,150,male,35-54,17.1,22.1,383,40268,0,953,953,0
54653,40,80,111,male,35-54,8.4,13.8,311,61094,0,894,894,0
54654,NA,NA,15,male,35-54,25.8,12.8,46,NA,0,153,153,0
54655,27,53,177,male,35-54,12.6,16.5,698,43958,0,1778,1778,0
54656,756,1408,2490,male,35-54,17.6,21.9,7266,58727,9907,7470,17377,0.5701214248719572
54657,NA,NA,65,male,35-54,5.8,17.3,146,46000,0,411,411,0
54658,104,176,284,male,35-54,19.2,29,1087,53594,233,2268,2501,0.09316273490603759
54659,39,61,173,male,35-54,8.4,14,553,56023,0,1409,1409,0
