zip,obese_female_05-17,obese_female_18-34,obese_female_35-54,obese_female_55-74,obese_female_75-plus,obese_male_05-17,obese_male_18-34,obese_male_35-54,obese_male_55-74,obese_male_75-plus,bmi_female_05-17,bmi_female_18-34,bmi_female_35-54,bmi_female_55-74,bmi_female_75-plus,bmi_male_05-17,bmi_male_18-34,bmi_male_35-54,bmi_male_55-74,bmi_male_75-plus,pop_female_05-17,pop_female_18-34,pop_female_35-54,pop_female_55-74,pop_female_75-plus,pop_male_05-17,pop_male_18-34,pop_male_35-54,pop_male_55-74,pop_male_75-plus,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
53717,45,261,309,478,131,71,176,252,385,87,510,1148,1026,1580,627,596,774,810,1165,415,720,1810,1513,1414,471,948,1677,1376,1229,266,78.8,65.1,6174,77609,11962,0,11962,1
53718,69,334,649,589,189,110,235,537,422,114,589,1344,1544,1349,662,586,873,1150,955,404,594,1906,1681,1148,608,691,1639,1547,964,288,56.1,50.6,5742,75225,11078,675,11753,0.9425678550157407
53719,203,939,1201,838,172,237,605,1005,677,115,1611,3543,3202,2152,698,1654,2475,2574,1677,459,2192,5521,3747,1941,684,2539,5928,3770,1583,395,59.2,60.9,13849,77514,28462,25,28487,0.9991224067118335
53726,NA,33,35,57,15,14,40,44,69,11,NA,342,281,320,75,162,289,223,301,78,359,1801,423,295,113,212,1768,413,316,125,90.2,91.8,2387,40712,5177,0,5177,1
53792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA
53801,NA,NA,20,34,NA,NA,NA,28,29,NA,NA,NA,38,70,NA,NA,NA,47,52,NA,63,86,105,153,54,92,77,118,166,50,10.6,14.1,378,49643,0,878,878,0
53802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,5,4,0,3,2,10,4,0,0,21,15417,0,58,58,0
53803,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,132,139,175,153,58,158,119,152,167,45,15.2,17.1,513,49554,0,1306,1306,0
53804,NA,21,30,23,NA,NA,NA,26,24,NA,NA,51,43,50,NA,NA,NA,43,56,NA,112,158,148,140,66,126,149,166,133,59,8.1,13.9,526,49107,0,1372,1372,0
53805,48,119,218,255,69,75,84,159,261,56,242,300,382,480,211,284,203,304,458,163,370,537,635,570,267,394,657,846,620,115,10.1,18.6,2106,40714,3261,2008,5269,0.618903017650408
53806,NA,NA,23,14,NA,NA,NA,NA,30,NA,NA,NA,41,42,NA,NA,NA,NA,52,NA,113,127,205,240,99,135,138,219,264,74,11.5,14.7,734,49688,0,1831,1831,0
53807,NA,NA,33,38,NA,NA,NA,NA,43,12,NA,NA,65,77,NA,NA,NA,NA,82,30,411,462,633,500,230,386,498,632,575,153,19.3,26.4,1884,63396,0,4843,4843,0
53808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,109,157,131,51,98,121,148,131,47,13.7,13.7,485,54779,0,1049,1049,0
53809,21,47,76,127,33,14,40,75,100,24,85,128,158,207,98,85,87,117,182,77,324,422,446,459,192,385,468,465,422,107,15.4,18.6,1566,56714,0,4120,4120,0
53810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,56,42,26,45,38,54,50,25,11.3,18.3,152,53333,0,429,429,0
53811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,225,367,419,332,243,230,378,406,105,17.7,37.1,1255,59770,0,3371,3371,0
53813,14,25,62,62,29,NA,13,45,57,22,54,95,115,137,62,NA,57,83,124,48,482,521,718,786,346,573,486,687,728,238,19.2,20.2,2335,51250,3688,2387,6075,0.6070781893004116
53816,NA,NA,24,22,NA,NA,NA,NA,34,NA,NA,NA,37,51,NA,NA,NA,NA,59,NA,104,57,99,67,31,112,68,114,85,27,11.6,14.5,271,51250,0,810,810,0
53817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,23,15,24,2,5,26,21,19,2,16.4,20.8,69,48472,0,205,205,0
53818,NA,NA,102,141,52,15,NA,88,132,47,NA,NA,246,301,158,85,NA,156,272,128,988,2746,1182,1190,555,794,4824,1202,1068,374,31.7,34.8,5347,46345,11236,3855,15091,0.7445497316281228
53820,NA,NA,25,27,NA,NA,NA,NA,29,NA,NA,NA,45,49,NA,NA,NA,NA,49,NA,204,199,355,326,88,314,237,385,338,82,16.3,20.5,981,55583,0,2532,2532,0
53821,25,164,299,406,107,26,126,279,359,93,156,450,632,765,333,164,314,518,690,242,660,625,1005,1134,473,643,882,1198,1000,329,16.4,16.4,3371,46345,6255,2201,8456,0.7397114474929044
53825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,59,75,34,16,103,58,93,45,13,10.5,22.3,176,47500,0,487,487,0
53826,12,25,57,58,NA,10,20,55,58,NA,50,74,107,104,NA,53,46,94,110,NA,158,107,145,146,28,136,126,175,197,19,10.6,11.8,459,49375,0,1332,1332,0
53827,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,14,28,22,38,11,12,25,31,28,16,5.7,15.9,92,68750,0,292,292,0
53901,99,240,534,649,205,99,128,462,542,144,446,663,1055,1269,602,450,400,854,1054,434,1015,1324,1779,1585,762,1139,1879,2251,1550,401,16.2,19.3,6070,49606,10146,4299,14445,0.7023883696780893
53910,21,47,83,100,24,13,17,50,80,30,81,96,137,192,61,70,57,92,146,70,263,225,415,364,233,216,168,394,442,175,8.7,13.2,1422,35324,0,3508,3508,0
53911,10,38,79,71,14,NA,21,64,77,17,78,108,147,137,43,NA,71,117,121,43,97,138,238,122,35,128,141,230,146,37,19.8,25.3,514,79118,0,1351,1351,0
53913,122,410,738,834,247,144,230,612,816,185,706,1123,1596,1839,841,736,714,1210,1600,562,1635,1969,2619,2603,953,1832,2418,2641,2205,540,21.4,23.4,8643,48556,14890,4991,19881,0.748956289925054
53916,129,378,916,1097,351,169,278,747,992,294,757,1075,1788,2128,1056,813,798,1462,1861,734,1963,1763,3165,2512,1061,1998,2453,3034,2798,680,16.4,20.9,9246,50706,17833,4674,22507,0.7923312747145332
53919,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,209,241,366,254,115,264,279,402,301,86,14.8,18.3,1008,66161,0,2629,2629,0
53920,NA,NA,NA,19,NA,NA,NA,NA,30,NA,NA,NA,NA,51,NA,NA,NA,NA,50,NA,29,21,38,66,29,17,7,56,81,27,15.8,13,185,53438,0,414,414,0
53922,NA,NA,28,47,20,NA,11,19,40,NA,NA,NA,55,82,33,NA,30,38,77,NA,62,97,99,140,43,70,116,134,142,27,6.4,16.8,384,66458,0,1036,1036,0
53923,13,28,70,79,20,22,20,54,73,16,79,77,131,129,52,72,56,100,128,42,266,205,218,215,59,177,239,269,239,40,13.1,15.9,729,63594,0,2098,2098,0
53924,NA,NA,26,21,NA,NA,NA,NA,27,NA,NA,NA,42,40,NA,NA,NA,NA,42,NA,102,111,193,172,44,152,105,218,178,54,10.8,14.8,586,52375,0,1360,1360,0
53925,56,175,365,347,117,65,118,306,292,99,403,510,731,667,285,408,292,538,554,201,779,701,1055,976,351,681,789,1024,893,246,28.2,29.7,3198,66218,4920,2861,7781,0.6323094717902583
53926,NA,NA,17,44,NA,NA,NA,24,34,NA,NA,NA,41,74,NA,NA,NA,41,65,NA,213,172,192,98,35,224,145,179,140,20,7.7,12.3,493,53669,0,1628,1628,0
53928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,23,13,11,6,7,28,22,3,3,0,11.9,46,64500,0,128,128,0
53929,12,46,78,116,34,14,31,67,109,22,60,109,142,212,85,67,77,119,191,56,201,277,316,283,196,228,272,393,297,120,12,17.1,1058,50272,0,2782,2782,0
53930,NA,11,56,51,20,10,NA,41,53,21,NA,35,87,104,58,43,NA,78,101,39,109,136,179,137,52,124,87,201,152,30,11.6,13.7,505,56435,0,1285,1285,0
53931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,34,16,11,13,46,28,23,12,16.7,15.9,92,66364,0,237,237,0
53932,25,56,147,121,24,22,30,87,106,15,144,169,269,215,51,128,103,166,175,33,254,234,366,187,63,221,272,380,292,58,19.8,27.6,978,67222,1703,870,2573,0.6618732996502138
53933,10,30,71,126,32,14,NA,68,143,32,37,67,131,215,89,57,NA,125,245,74,163,310,386,394,118,172,995,1021,474,126,10.9,19,1256,52865,0,4117,4117,0
53934,22,38,97,168,42,15,20,73,140,38,81,90,171,319,97,99,57,130,244,100,235,304,460,809,284,279,369,618,755,248,9.6,15.1,1819,36775,0,4396,4396,0
53935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,34,33,33,14,27,40,26,32,15,14.7,15.4,117,51250,0,307,307,0
53936,NA,25,38,40,11,NA,NA,NA,49,NA,NA,47,70,84,37,NA,NA,NA,95,NA,95,93,140,216,57,92,638,684,223,57,3.6,13.3,586,45152,0,1610,1610,0
53937,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,66,122,116,112,26,125,87,125,114,17,13.2,17.2,358,54615,0,1053,1053,0
53939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,17,26,24,15,27,20,33,27,12,14.3,12,111,48438,0,244,244,0
53941,12,20,44,63,NA,NA,NA,27,64,14,32,43,83,137,NA,NA,NA,52,126,47,242,225,362,385,108,395,330,410,412,106,17.2,21.4,1180,57083,0,2932,2932,0
53943,NA,NA,NA,22,NA,NA,NA,NA,23,NA,NA,NA,NA,41,NA,NA,NA,NA,36,NA,81,116,140,96,40,81,101,153,125,36,11.5,13.2,392,52500,0,1065,1065,0
53944,NA,22,51,80,17,11,12,52,82,14,NA,47,120,157,42,40,37,95,127,36,163,210,267,317,48,180,222,359,333,64,9.8,15.3,821,47022,0,2224,2224,0
53946,NA,NA,40,50,NA,NA,NA,NA,53,13,NA,NA,74,86,NA,NA,NA,NA,84,30,398,332,558,569,336,469,316,595,615,210,15.8,16.8,1786,54735,0,4386,4386,0
53947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,15,21,11,5,6,14,17,10,4,3.9,78,47857,0,137,137,0
53948,18,85,170,196,40,30,42,135,179,49,99,196,322,344,131,109,125,233,359,116,588,698,1070,975,413,536,875,1161,997,295,12.4,15.8,3205,48117,4401,4013,8414,0.5230568100784407
53949,18,37,121,211,72,25,36,110,240,70,81,121,254,443,209,83,106,206,418,158,338,390,712,904,358,405,505,789,935,284,9.8,14.7,2591,46298,0,6011,6011,0
53950,10,47,107,144,23,12,25,116,155,31,59,133,192,256,69,50,86,195,279,67,313,290,639,593,208,404,731,1072,792,165,9,18,1915,52526,0,5449,5449,0
53951,NA,35,87,80,18,20,20,54,63,22,NA,93,147,145,51,58,41,106,144,55,208,217,351,233,69,212,216,359,274,59,11,19.1,897,50819,0,2601,2601,0
53952,NA,34,96,173,43,11,25,82,171,43,NA,90,175,325,117,59,60,144,295,114,212,222,481,527,172,235,225,449,571,147,9.1,13.7,1324,49744,0,4377,4377,0
53953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,49,31,26,3,26,54,28,18,0,0,4.2,103,40893,0,282,282,0
53954,48,106,255,370,72,50,57,242,369,71,222,298,557,708,221,244,199,436,638,186,597,562,992,859,231,648,648,1091,854,194,18.1,21.4,2844,66358,245,6681,6926,0.03537395321975166
53955,42,111,254,296,72,55,70,253,328,68,272,332,588,649,190,287,214,456,616,151,428,478,787,711,126,442,534,841,801,106,22.1,24.6,2397,73808,0,5692,5692,0
53956,10,46,103,128,40,24,30,95,117,31,91,113,196,239,102,130,96,137,234,83,257,273,370,375,194,335,292,403,399,128,13.1,14.7,1292,55153,0,3397,3397,0
53959,38,111,278,284,85,44,63,187,250,83,195,307,548,590,244,188,185,326,478,221,1206,1328,1952,1371,697,1243,1440,1902,1433,277,19,20.7,5329,56525,9190,4194,13384,0.6866407650926479
53960,20,61,156,164,31,27,33,163,173,30,127,170,324,325,84,164,116,272,297,83,272,291,519,413,96,375,324,547,439,103,12.6,23.2,1429,64507,0,3268,3268,0
53961,NA,NA,26,25,NA,NA,NA,NA,22,NA,NA,NA,49,53,NA,NA,NA,NA,48,NA,80,84,112,97,12,81,61,113,111,25,14.5,22.9,319,63162,0,837,837,0
53963,NA,47,132,146,39,18,NA,NA,119,25,NA,131,270,302,106,104,NA,NA,234,95,1029,1259,1628,1297,637,752,2170,2546,1230,467,12.2,17.9,4877,55799,11373,2537,13910,0.8176132278936017
53964,16,40,73,127,50,NA,22,79,133,34,61,92,161,258,118,NA,50,140,244,86,351,267,460,489,164,401,317,473,451,121,13.5,17.9,1417,49390,0,3604,3604,0
53965,59,152,298,423,109,65,92,257,392,117,292,434,660,909,329,306,261,512,790,292,704,915,1137,1507,409,672,1050,1294,1149,410,16.2,22.1,4265,49247,4342,6056,10398,0.41758030390459705
53968,11,27,61,94,30,10,17,58,87,17,32,56,115,172,78,47,53,92,157,48,187,174,280,318,117,254,185,352,323,67,9.9,14.1,959,48125,0,2329,2329,0
53969,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,13,23,35,33,78,10,29,26,28,32,12.3,11.4,114,54375,0,419,419,0
54001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,596,1076,1127,471,671,670,987,1095,500,21.5,19.4,3208,54426,2832,5323,8155,0.34727161250766403
54002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,668,946,642,259,707,693,896,549,108,15.8,20.7,2590,63342,3977,2301,6278,0.6334820006371455
54003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,61,165,103,19,88,54,175,111,15,22,24.8,343,75208,0,1013,1013,0
54004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,221,340,244,61,296,223,338,305,56,14.5,13.8,941,51850,0,2317,2317,0
54005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,247,399,313,90,307,267,427,345,62,10.6,15.5,1274,56645,0,3056,3056,0
54006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,38,115,80,36,46,74,122,88,18,11.5,16.3,301,46850,0,743,743,0
54007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,124,183,118,24,113,109,195,149,24,6.8,26.3,484,56591,0,1188,1188,0
54009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,244,349,238,74,233,212,384,241,29,21.3,24.2,1006,69310,705,1804,2509,0.28098844161020325
54010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,15,0,0,0,15,7,0,0,0,16,NA,50,0,50,1
54011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,545,1055,679,235,659,560,1049,701,167,17.5,21.2,2599,72659,2773,4046,6819,0.40665786772254
54013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,266,446,381,134,360,312,455,409,94,14,21.3,1339,56958,0,3475,3475,0
54014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,118,258,332,60,222,168,277,347,46,15.5,23.3,856,72500,0,2232,2232,0
54015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,392,537,240,72,303,426,520,256,66,20.3,32.7,1322,74071,1854,1732,3586,0.517010596765198
54016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2947,2720,5118,3126,768,3117,3014,4984,3109,586,45.9,46.5,12137,89518,19201,10907,30108,0.6377374784110535
54017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774,1794,2550,1348,511,1718,1743,2491,1428,421,22.6,26.5,6552,69575,8275,8468,16743,0.49423639730036434
54020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,636,1147,703,228,668,686,1114,680,155,24.8,25.1,2794,61198,2888,4372,7260,0.3977961432506887
54021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,497,952,696,180,771,689,1025,700,124,28.6,25.4,2514,83858,4152,2470,6622,0.6270009060706735
54022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,4693,2417,2048,568,1488,3518,2529,1957,439,35.9,44.4,8211,67107,15351,7007,22358,0.6865998747651847
54023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,374,603,336,57,437,416,619,330,38,28.2,33.4,1492,82500,0,3833,3833,0
54024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,382,619,595,320,298,424,661,629,163,23,24.3,2112,50735,0,4811,4811,0
54025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854,823,973,661,158,780,720,1093,683,98,21.4,30.2,2651,75943,2604,4260,6864,0.3793706293706294
54026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,160,244,225,25,198,180,305,175,28,14.4,27.2,770,59405,0,1809,1809,0
54027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,70,162,134,23,84,89,133,161,13,16.2,20.1,351,69583,0,989,989,0
54028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,226,304,276,99,166,212,263,308,55,19.6,21,920,53250,0,2493,2493,0
54082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,37,310,186,34,217,28,346,208,0,37,57.3,511,115417,276,1420,1696,0.16273584905660377
54101,12,36,84,83,13,22,29,78,96,10,124,117,189,179,36,115,86,148,177,37,273,219,436,292,42,218,205,457,331,33,12.5,18.6,1067,66597,0,2751,2751,0
54102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,37,75,149,61,41,39,106,171,41,10.8,7.2,425,35469,0,875,875,0
54103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,59,69,19,20,23,62,99,14,8.5,20.9,205,44219,0,418,418,0
54104,NA,NA,NA,29,NA,NA,NA,NA,23,NA,NA,NA,NA,54,NA,NA,NA,NA,42,NA,41,18,125,243,61,37,16,108,310,94,6.8,9,569,40842,0,1051,1051,0
54106,25,58,132,122,39,32,42,91,118,24,177,184,237,223,79,222,121,190,205,61,426,409,762,492,160,571,558,811,482,118,11.1,14.4,2024,62955,0,4997,4997,0
54107,NA,19,46,41,NA,12,NA,43,37,NA,NA,77,107,72,NA,83,NA,72,72,NA,367,325,459,366,124,395,341,528,357,90,14.7,17,1373,57634,78,3649,3727,0.02092836061175208
54110,14,36,64,59,15,20,25,58,59,NA,114,124,132,112,42,105,77,114,107,NA,471,568,676,502,206,539,500,762,471,182,15.2,23.4,2051,65916,2968,2370,5338,0.5560134881978269
54111,NA,28,38,40,NA,NA,NA,35,40,NA,NA,61,74,83,NA,NA,NA,63,69,NA,98,205,294,349,107,160,184,315,335,134,15.1,17.3,942,60357,515,1617,2132,0.24155722326454035
54112,10,31,44,62,15,NA,18,46,64,NA,74,82,102,125,40,NA,60,76,123,NA,181,246,217,287,89,193,297,273,287,79,8.2,17,1045,51620,0,2284,2284,0
54113,18,28,64,59,22,20,27,63,56,14,196,131,183,124,59,169,90,140,121,36,439,227,648,345,125,238,190,648,286,153,18.8,19.7,1378,67863,3325,0,3325,1
54114,12,24,62,114,29,11,13,47,117,33,55,89,124,234,76,71,55,101,226,76,334,251,661,835,344,342,374,689,934,319,15.5,14.7,2435,44273,0,5178,5178,0
54115,171,462,865,941,331,194,332,805,954,244,1505,1864,2424,2160,1002,1568,1394,1864,1871,665,3909,5169,6263,4349,1384,4277,5058,5862,3783,909,35.2,35.5,17173,73278,31938,9240,41178,0.7756083345475739
54119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,273,75,93,36,69,197,85,84,29,18.9,31.5,241,40721,0,1083,1083,0
54120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,33,33,19,5,6,18,51,18,3.1,7.4,110,45833,0,245,245,0
54121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,187,434,486,166,264,219,460,531,160,22.7,19.8,1391,50491,0,2982,2982,0
54123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,31,35,24,10,33,20,35,27,3,12.6,20,103,65313,0,238,238,0
54124,35,73,128,155,38,28,46,126,156,35,142,179,238,267,99,150,162,231,264,85,242,323,434,538,140,254,362,523,568,109,7.8,15.8,1528,45962,0,3881,3881,0
54125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,32,84,99,39,37,55,71,117,33,10.1,13.4,276,33125,0,519,519,0
54126,14,25,54,58,22,10,13,61,83,16,112,95,155,138,51,95,72,125,151,38,367,327,543,349,81,410,419,570,427,69,13,15.3,1400,69375,0,3625,3625,0
54127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,13,2,0,36,3,28,3,0,0,0,20,NA,0,76,76,0
54128,NA,NA,19,18,NA,NA,NA,23,24,NA,NA,NA,34,37,NA,NA,NA,37,33,NA,99,144,234,226,102,122,180,245,190,70,13,14.4,639,52321,0,1778,1778,0
54129,13,28,56,64,NA,14,16,57,75,NA,86,76,109,133,NA,94,54,92,126,NA,179,233,427,401,134,231,305,434,444,141,12.3,21.1,1386,60318,0,3477,3477,0
54130,120,240,462,365,72,129,212,396,347,53,952,860,1008,684,196,991,608,777,628,129,2104,2709,3640,2437,682,2369,3190,3858,2390,562,19,25.6,10193,64663,16899,8209,25108,0.6730524135733631
54135,NA,NA,31,30,NA,NA,NA,NA,23,NA,NA,NA,47,46,NA,NA,NA,NA,38,NA,360,327,359,345,93,354,354,281,265,68,20.1,16.8,987,38906,0,3096,3096,0
54136,27,75,182,165,80,41,59,193,124,43,268,272,360,291,200,297,198,326,270,111,553,711,779,542,424,794,797,812,460,229,21.8,25.4,2710,48268,6406,0,6406,1
54137,11,17,23,31,13,10,NA,32,32,NA,57,49,80,59,37,38,NA,72,64,NA,78,45,168,137,35,74,46,178,123,54,15.9,16.4,472,56324,0,1115,1115,0
54138,NA,NA,24,56,20,NA,NA,NA,61,26,NA,NA,44,104,54,NA,NA,NA,108,61,14,29,79,179,55,46,40,67,200,75,19.8,21.4,421,47578,0,821,821,0
54139,39,60,120,126,40,48,55,131,156,37,159,168,250,229,82,187,141,235,259,92,263,269,409,353,112,234,252,476,414,111,13.7,13.4,1245,62702,0,3096,3096,0
54140,44,106,196,139,35,43,82,154,119,22,315,342,374,278,81,291,249,293,229,56,836,965,1281,1105,269,750,1147,1008,980,207,22.6,20.7,3897,59367,8533,0,8533,1
54141,18,31,62,65,NA,23,24,72,91,14,95,113,168,155,NA,105,91,152,167,35,276,217,387,280,28,293,255,373,292,86,12.4,22.9,853,61637,132,2417,2549,0.05178501373087485
54143,NA,59,89,98,NA,NA,NA,NA,101,20,NA,165,206,199,NA,NA,NA,NA,205,54,1052,1434,1885,1926,848,1245,1481,1859,1748,536,13.5,16.7,6888,43197,10862,4363,15225,0.713431855500821
54149,NA,NA,43,73,22,NA,NA,27,94,26,NA,NA,70,144,68,NA,NA,58,154,71,45,59,132,276,105,75,68,112,317,83,10.2,17.4,611,44850,0,1184,1184,0
54150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,136,140,101,20,162,121,199,86,6,4.3,15.5,353,33646,0,1037,1037,0
54151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,243,509,451,129,213,305,502,471,85,15,13,1507,49494,1634,1922,3556,0.4595050618672666
54153,38,110,223,282,82,64,77,189,262,69,244,306,451,525,210,287,234,372,474,165,538,574,1081,829,363,627,740,1113,906,205,13.8,18.7,2933,49135,4273,2979,7252,0.5892167677881963
54154,66,141,198,191,56,58,78,204,215,33,301,353,443,386,161,318,271,359,367,96,355,574,853,573,284,435,465,895,599,185,17.5,16,2374,52972,2621,2927,5548,0.472422494592646
54155,29,86,150,191,46,34,62,136,186,47,213,273,360,391,118,206,180,273,355,109,953,564,992,556,196,735,371,969,611,145,39.1,39.3,2629,61910,1615,3836,5451,0.2962759126765731
54156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,103,174,227,58,126,117,203,256,55,8.6,12.4,705,39441,0,1535,1535,0
54157,NA,25,45,49,20,16,18,NA,52,14,NA,71,111,91,44,55,54,NA,89,36,505,485,855,667,431,536,532,791,627,193,18,11.3,2353,50462,3440,2546,5986,0.5746742398930839
54159,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,74,96,216,205,40,148,75,250,215,39,12.6,19.1,619,61146,0,1434,1434,0
54160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,32,54,24,13,32,34,56,22,9,15.3,18.8,105,58036,0,253,253,0
54161,17,26,69,85,22,20,27,83,93,29,87,84,140,158,59,85,67,129,158,62,232,214,341,437,122,209,231,394,477,120,9,12.8,1247,50080,0,2696,2696,0
