zip,obese_female_05-17,obese_female_18-34,obese_female_35-54,obese_female_55-74,obese_female_75-plus,obese_male_05-17,obese_male_18-34,obese_male_35-54,obese_male_55-74,obese_male_75-plus,bmi_female_05-17,bmi_female_18-34,bmi_female_35-54,bmi_female_55-74,bmi_female_75-plus,bmi_male_05-17,bmi_male_18-34,bmi_male_35-54,bmi_male_55-74,bmi_male_75-plus,pop_female_05-17,pop_female_18-34,pop_female_35-54,pop_female_55-74,pop_female_75-plus,pop_male_05-17,pop_male_18-34,pop_male_35-54,pop_male_55-74,pop_male_75-plus,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
54827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,23,38,15,4,7,20,53,13,31.2,45.6,142,49423,0,221,221,0
54828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,47,78,117,40,36,62,80,117,49,22.2,16.3,363,34491,0,678,678,0
54829,23,42,74,80,24,21,18,59,63,15,95,115,144,159,55,89,49,98,117,35,362,464,604,784,307,423,434,641,677,240,22.2,25.4,2253,49418,0,5236,5236,0
54830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,105,273,653,194,172,121,285,660,254,20.1,19.5,1528,43684,0,2752,2752,0
54832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,33,66,49,42,26,18,59,87,21,30,30.1,191,43125,0,412,412,0
54835,NA,NA,21,41,NA,NA,NA,NA,43,NA,NA,NA,42,88,NA,NA,NA,NA,83,NA,67,60,119,136,45,72,57,140,161,40,9.8,12.3,444,45000,0,1018,1018,0
54836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,62,162,124,27,72,87,165,123,25,8.9,20.3,393,71250,0,1080,1080,0
54837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,281,401,502,182,303,328,431,555,148,14,18.2,1581,46847,0,3778,3778,0
54838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,41,129,223,58,27,146,133,331,85,16.8,21.4,538,51957,0,1103,1103,0
54839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,25,51,42,4,28,15,51,42,8,11.8,14.6,121,37188,0,302,302,0
54840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,364,532,558,245,376,382,607,596,154,17.2,19.7,1980,49015,0,4643,4643,0
54841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,46,40,30,17,35,43,43,25,8,8.9,17.9,139,43125,0,259,259,0
54842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,25,26,1,4,15,11,22,0,18.4,16.4,53,72625,0,185,185,0
54843,20,41,67,112,NA,NA,NA,NA,100,NA,105,101,155,230,NA,NA,NA,NA,188,NA,910,884,1470,1617,525,929,931,1423,1630,440,26.9,23,5166,44311,2616,8871,11487,0.22773570122747452
54844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,25,53,15,4,24,32,73,14,40.8,40.8,147,47917,0,267,267,0
54845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,18,20,7,11,19,9,29,2,5.4,3.7,49,42188,0,147,147,0
54846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,55,42,83,18,37,54,69,84,7,13.3,25.7,197,41806,0,547,547,0
54847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,119,280,412,100,159,134,321,380,114,22.4,23.5,1068,51724,0,2222,2222,0
54848,33,59,147,227,82,42,28,127,225,73,206,170,270,438,263,217,84,210,412,172,486,451,778,723,474,500,523,710,735,219,14.3,19.9,2618,39930,3449,2692,6141,0.5616349128806384
54849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,113,286,303,67,210,143,309,308,77,32.6,37.9,819,66467,0,1967,1967,0
54850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,27,47,6,12,5,17,47,6,52.3,62.7,90,49773,0,261,261,0
54853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,343,517,616,212,304,341,547,595,144,17,20.4,1817,52462,0,4009,4009,0
54854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,87,146,112,14,110,59,156,134,25,23.1,27.8,394,56923,0,990,990,0
54855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,78,100,62,20,149,85,93,77,16,16.3,12.5,248,50000,0,774,774,0
54856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,134,172,199,48,155,151,184,221,53,14.2,20.8,655,50272,0,1616,1616,0
54857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,9,0,0,0,9,18,0,35.7,47.4,21,NA,0,62,62,0
54858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,175,210,197,37,148,155,262,250,49,11.4,18.9,760,42200,0,1518,1518,0
54859,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,144,59,189,296,102,110,72,210,297,106,21.5,16.9,815,46349,0,1896,1896,0
54861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,35,9,15,7,22,14,20,10,0,0,14.9,55,19306,0,150,150,0
54862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,9,79,17,13,32,21,48,9,6,10.8,130,41071,0,261,261,0
54864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,126,227,102,41,105,116,238,129,30,24.4,33.3,541,61477,0,1322,1322,0
54865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,14,49,100,22,30,22,49,94,33,27.6,30.3,235,41369,0,440,440,0
54867,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,9,16,21,58,23,11,11,27,67,17,11.5,12,199,26607,0,435,435,0
54868,67,192,364,510,198,82,109,288,473,150,412,538,729,1053,597,440,308,500,883,377,1097,1315,2138,1967,990,1235,1612,1951,1866,535,17.9,22.4,6902,48022,9500,6012,15512,0.612429087158329
54870,NA,NA,25,57,18,NA,NA,16,53,12,NA,NA,51,116,54,NA,NA,37,112,39,67,97,210,313,61,99,88,221,316,83,22.6,25.4,711,56827,0,1486,1486,0
54871,10,20,34,48,NA,NA,NA,41,49,NA,50,50,66,95,NA,NA,NA,57,75,NA,299,216,377,432,197,233,243,415,444,128,19.7,18,1319,42917,0,3105,3105,0
54872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,206,365,322,130,185,210,389,393,96,17.3,18.6,1268,40417,0,2581,2581,0
54873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,136,362,541,118,216,124,338,538,166,22.7,25.7,1369,53425,0,2799,2799,0
54874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,293,666,323,142,378,305,650,430,90,19.9,24.6,1479,64798,142,3504,3646,0.038946791003839826
54875,NA,NA,NA,23,NA,NA,NA,NA,20,NA,NA,NA,NA,33,NA,NA,NA,NA,33,NA,75,99,172,151,35,49,58,172,183,33,12.4,18.6,515,43173,0,1055,1055,0
54876,NA,NA,NA,25,NA,NA,NA,NA,17,NA,NA,NA,NA,57,NA,NA,NA,NA,37,NA,99,118,131,290,62,99,145,159,270,99,23.2,26.3,652,44167,0,1551,1551,0
54880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268,3939,3774,3377,1319,2298,3981,3653,3276,722,20.8,23.4,13100,46113,26903,3869,30772,0.8742688158065774
54888,NA,NA,NA,31,NA,NA,NA,NA,20,NA,NA,NA,NA,55,NA,NA,NA,NA,43,NA,78,66,170,227,44,65,62,171,256,48,16.9,15.6,599,49922,0,1345,1345,0
54889,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,210,282,300,355,112,170,263,366,384,76,14.1,19.3,1106,48333,0,2742,2742,0
54891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,228,433,510,152,247,324,385,550,131,39.3,43.4,1476,49706,0,3389,3389,0
54893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,244,432,592,211,277,236,437,613,183,18.8,18.2,1741,42198,0,3767,3767,0
54895,NA,NA,20,40,12,NA,NA,NA,42,NA,NA,NA,32,64,33,NA,NA,NA,68,NA,42,52,152,145,31,81,72,165,169,42,17.4,13.6,424,50313,0,910,910,0
54896,NA,NA,23,60,18,13,NA,NA,70,17,NA,NA,53,150,47,33,NA,NA,136,43,64,69,198,272,65,79,60,201,319,62,12.5,13.2,749,42171,0,1478,1478,0
54901,47,NA,285,234,NA,50,NA,NA,227,33,302,NA,551,539,NA,323,NA,NA,486,100,2154,7059,4024,2562,1351,2581,8323,5620,2631,707,19.2,26.9,13799,43790,37274,436,37710,0.9884380800848581
54902,41,115,198,126,NA,27,NA,174,150,NA,188,319,382,272,NA,198,NA,354,331,NA,1560,2652,2666,2397,1396,1721,2934,2960,2033,922,20.4,23.4,10102,47158,20454,1921,22375,0.914145251396648
54904,13,92,170,211,52,38,79,175,272,44,159,322,411,499,125,232,266,375,559,113,1566,1900,2842,2933,701,1675,1754,2659,2949,660,36.7,39.1,8855,69032,16388,4235,20623,0.7946467536245939
54909,NA,18,24,24,NA,NA,11,18,37,NA,NA,38,51,67,NA,NA,34,50,54,NA,210,170,320,292,59,242,203,331,297,75,15.9,24.1,848,52339,0,2181,2181,0
54911,135,361,538,455,180,158,235,516,390,118,895,1021,1196,1050,551,994,750,1054,892,328,2001,3794,3250,2476,1494,1982,3502,3223,2288,809,27.5,30.8,10487,49595,26674,0,26674,1
54913,81,191,346,320,92,116,142,381,345,64,1124,825,1076,856,279,1223,646,890,773,189,1734,2038,2891,2055,308,1799,1870,3009,1938,322,45.2,45,7753,79390,10880,6749,17629,0.6171648987463838
54914,154,434,668,594,151,201,304,584,512,89,1041,1332,1373,1337,481,1113,918,1215,1090,312,2400,3772,3911,3177,1208,2279,3774,4146,2957,721,26.1,26.8,13033,52570,30200,275,30475,0.9909762100082035
54915,201,485,944,828,149,299,403,872,795,118,1900,1755,2205,1848,513,2008,1310,1902,1725,334,4142,4627,6118,3975,1210,4395,4345,6119,3726,696,31.6,35.4,16803,63459,41772,83,41855,0.9980169633257675
54921,NA,13,26,34,NA,NA,17,26,34,NA,NA,37,58,67,NA,NA,44,40,72,NA,93,102,172,138,31,117,130,172,170,31,11.1,13.4,442,47738,0,1326,1326,0
54922,11,18,47,46,NA,22,11,49,44,NA,63,50,88,83,NA,56,39,82,84,NA,112,145,197,146,35,110,178,239,151,37,7.3,9.6,550,65962,0,1514,1514,0
54923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,746,1169,1073,464,826,744,1203,1063,312,11.3,19.8,3776,48462,4891,3842,8733,0.5600595442574144
54927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,14,69,72,28,42,57,68,68,13,17.8,32.3,227,82708,538,0,538,1
54928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,37,80,43,9,52,47,70,44,12,11.8,18.7,159,58281,0,450,450,0
54929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,933,1238,1029,479,804,819,1120,1009,398,12.2,17.9,3760,47230,4481,4265,8746,0.5123485021724217
54930,NA,NA,19,38,NA,NA,NA,21,42,NA,NA,NA,39,53,NA,NA,NA,40,62,NA,122,124,236,213,80,127,130,212,253,59,14.9,13.5,652,44405,0,1786,1786,0
54931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,21,20,33,19,13,21,20,10,6,9.1,120,53750,0,260,260,0
54932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,137,225,151,32,114,88,241,153,27,14.6,30.9,497,77083,0,1185,1185,0
54933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,22,36,26,9,27,39,34,28,8,5.1,19.1,107,57250,0,231,231,0
54934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,78,12,0,60,19,49,24,6,2.7,5.7,150,31885,0,148,148,0
54935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3395,4936,5250,4660,2127,3421,4793,5817,4125,1108,22.6,24.8,17605,50075,41450,201,41651,0.9951741854937457
54937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,1775,3023,2382,742,1539,1588,2476,2474,517,24,24.7,7427,63900,11805,7307,19112,0.6176747593135203
54940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,311,598,500,193,328,358,626,560,158,17.8,21.9,1727,68042,0,4020,4020,0
54941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,150,262,435,130,132,208,308,444,100,33.2,31.1,1113,52375,0,2613,2613,0
54942,46,77,172,134,24,52,58,233,165,25,543,345,554,315,74,572,252,509,354,73,822,679,1568,744,159,952,1086,1362,799,135,42.3,34.4,3305,100344,6419,2161,8580,0.7481351981351981
54943,NA,13,44,48,11,NA,14,31,56,22,NA,36,71,87,30,NA,31,51,94,43,144,153,205,279,116,103,154,222,334,116,9.3,13.8,844,43571,0,1923,1923,0
54944,40,88,164,170,37,66,65,219,189,30,404,352,453,387,85,428,238,400,395,76,884,700,1375,798,227,887,794,1438,971,138,24.6,25.7,3271,78875,98,8159,8257,0.011868717451859028
54945,NA,NA,32,30,NA,NA,NA,NA,48,NA,NA,NA,65,69,NA,NA,NA,NA,82,NA,274,181,582,447,170,339,236,584,524,150,22.5,23.3,1539,52137,0,3545,3545,0
54946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,16,0,0,6,24,53,29.3,11.1,0,NA,108,0,108,1
54947,NA,22,57,69,14,NA,22,57,92,19,NA,78,124,141,46,NA,70,115,180,42,114,243,367,379,108,117,252,400,389,85,18.8,24.2,1088,81638,0,2601,2601,0
54948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,13,31,27,18,20,19,37,31,13,2.7,17.3,98,48125,0,320,320,0
54949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,285,453,369,118,320,272,503,453,114,10.8,14.1,1409,55938,0,3430,3430,0
54950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,247,383,382,148,205,191,417,422,111,6.2,13,1195,43973,0,3083,3083,0
54952,169,369,686,584,137,168,269,598,602,108,944,1122,1407,1221,419,1047,870,1237,1166,304,2377,3075,3256,2865,1080,2120,2973,3188,2623,725,22.3,24.6,11072,54537,24940,789,25729,0.9693342143107
54956,205,537,1094,1152,287,252,447,995,1090,240,1891,1928,2586,2532,952,1986,1557,2277,2391,758,4171,4304,6535,4430,1491,3697,4420,6548,4178,958,31.8,35.1,18181,64553,37533,5163,42696,0.8790753232152895
54960,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,105,100,290,517,192,110,133,314,501,183,13.8,16.1,1185,48112,0,2800,2800,0
54961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,1361,2012,1549,546,1142,1540,1960,1551,332,14.1,22.6,5735,55898,7643,6623,14266,0.5357493340810319
54962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,88,173,123,30,109,98,200,158,29,10.9,12.1,496,53920,0,1110,1110,0
54963,21,36,99,94,15,26,35,91,80,NA,114,132,200,163,38,121,115,177,163,NA,602,621,966,695,266,895,734,852,958,180,21.6,23.9,2670,60577,3358,3559,6917,0.4854705797310973
54964,NA,NA,NA,13,NA,NA,NA,NA,15,NA,NA,NA,NA,30,NA,NA,NA,NA,33,NA,106,97,123,169,21,93,114,135,161,12,15.1,23.8,374,76667,0,1022,1022,0
54965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,92,217,183,48,132,85,275,180,48,11.7,12.3,608,60000,0,1344,1344,0
54966,NA,26,31,32,NA,NA,13,30,47,NA,NA,56,73,74,NA,NA,43,57,70,NA,200,231,310,225,56,205,199,245,262,50,7.8,11.7,771,53828,0,2008,2008,0
54967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,18,31,45,17,17,20,53,62,16,11.8,17.6,191,46375,0,434,434,0
54968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,188,362,427,116,241,248,388,394,94,14.6,14.5,1235,45625,0,2779,2779,0
54970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,243,365,396,155,210,625,867,544,130,8.4,16.8,1237,44196,0,3902,3902,0
54971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,1344,1386,1249,598,862,1191,1291,1138,319,24,23.1,4624,55417,7930,2897,10827,0.732428188787291
54974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,119,219,173,47,154,113,192,181,37,19.6,26.7,554,65156,0,1581,1581,0
54977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,93,187,177,62,132,98,190,220,61,20.1,18.8,590,62647,0,1337,1337,0
54979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,33,214,215,36,86,127,184,219,40,15.2,23,591,64250,117,1355,1472,0.07948369565217392
54980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,44,9,3,0,0,8,40,5,8.8,0,63,59821,0,149,149,0
54981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041,1213,1827,1938,1120,1151,1504,2047,1910,793,22.8,21.3,6513,55821,7647,7779,15426,0.4957215091404123
54982,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,509,595,821,1067,367,582,742,804,1001,285,16.6,16.4,2987,48470,2573,4544,7117,0.36152873401714203
54983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,272,636,575,147,449,358,622,609,147,16.8,11.6,1803,54512,0,4642,4642,0
54984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,170,346,569,254,160,190,375,544,221,15.1,21.8,1344,47031,0,2989,2989,0
54985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,15,0,36,0,153,120,50,0,0,7.9,0,NA,836,0,836,1
54986,NA,16,65,67,11,20,24,61,112,23,NA,72,161,167,39,96,59,117,178,51,365,314,714,645,231,471,290,784,673,150,24.3,24.8,2114,62727,2991,1779,4770,0.6270440251572327
